sentence1,sentence2,score
ඉලෙක්ට්‍රොනික බැංකු ක්‍රමය නිසා මුදල් හුවමාරු කිරීම ඉතා වේගවත් වී ඇත,කලා ක්ෂේත්‍රය සමාජ සංස්කෘතිය ප්‍රචාරයට උපකාරී වේ,0.26
දේශීය සංචාරක ස්ථාන ප්‍රවර්ධනය කිරීමෙන් රටට ආදායම් මාර්ග උදා වේ,එම ප්‍රත්‍යක්ෂයන්ගේ නිරවද්‍යම යැයි සැලකිය හැකි ප්‍රත්‍යක්ෂයන් විද්‍යාව ලෙස හැදින්වේ,0.02
අම්මා විසින් කුඩා බිළිඳාට ආහාර ලබා දුන්නේ ඉතාමත් සෙනෙහසිනි,අම්මා විසින් කුඩා බිළිඳාට ආහාර ලබා දුන්නේ ඉතාමත් සෙනෙහසිනි,1.0
විභාගය සඳහා හොඳින් සූදානම් වීම ජයග්‍රහණයට මගකි,පරීක්ෂණයකින් උසස් ලෙස සමත් වීමට නම් කල්තියා පාඩම් කිරීම අත්‍යවශ්‍ය වේ,0.8
අධ්‍යාපනය රටක සංවර්ධනයට මූලික වේ,ක්ෂේත්‍ර රාශියක ප්‍රගතිය සඳහා දැනුම සහ අධ්‍යාපනය පදනම සපයයි,0.6
ලංකාවේ ඉතිහාසය වසර දහස් ගණනක් ඈතට දිව යයි,ශ්‍රී ලංකාවේ වංශකතාව ඉතා ඈත අතීතයක සිට ආරම්භ වන්නකි,0.7
ආර්ථික වර්ධනය ජන ජීවන මට්ටම ඉහළ නැංවීමට උපකාරී වේ,කොටස් වෙළඳපොල උච්චාවචනය වීම රටක ආර්ථිකයට සෘජුව බලපායි,0.0
ප්ලාස්ටික් භාවිතය අවම කිරීමෙන් පරිසර හානිය වළක්වා ගත හැක,ප්ලාස්ටික් භාවිතය අවම කිරීමෙන් පරිසර හානිය වළක්වා ගත හැක,1.0
ශ්‍රී ලංකාවේ ඉතිහාසය දිගු කාලයකට පැතිරී ඇත,මිනිසුන් ගමන් බිමන් සඳහා දුම්රිය භාවිත කිරීම ඉතා පහසු ක්‍රමයකි,0.23
නවීන යන්ත්‍රෝපකරණ භාවිතයෙන් කෘෂිකාර්මික අස්වැන්න වැඩි කළ හැක,රටක් ප්‍රගතිය කරා ගමන් කිරීමට නම් සමාජය තුළ සමගිය තිබිය යුතුය,0.07
ශ්‍රී ලංකාවේ විශාලත්වය වර්ග කි,ලොවක් හඳුනන පුරාණ කලාගාරයක් ලෙස සීගිරි පර්වතය හැඳින්විය හැක,0.13
අහස අද ඉතා පැහැදිලිය,අද දවසේ අහසේ වලාකුළු නොමැති අතර එය ඉතාමත් නිරවුල්ව පෙනේ,0.8
පාරිසරික සමතුලිතතාවය රැක ගැනීම මතු පරපුර වෙනුවෙන් කරන ආයෝජනයකි,උපතේදී අයකු ක්‍රියා කරන්නේ හැඟීම් හා උත්තේජයන් මතය,0.04
පුනර්ජනනීය බලශක්තිය භාවිතය මගින් විදුලි අර්බුදයට විසඳුම් සෙවිය හැක,විදුලි බලය ජන ජීවිතයේ අත්‍යවශ්‍ය කොටසක් වී ඇත,0.03
විදුලි බලය ජන ජීවිතයේ අත්‍යවශ්‍ය කොටසක් වී ඇත,මහජන ප්‍රවාහන සේවා අතර දුම්රිය ගමනාගමනයට වැඩි ඉල්ලුමක් පවතී,0.09
ආර්ථික වර්ධනය ජන ජීවන මට්ටම ඉහළ නැංවීමට උපකාරී වේ,එය මිනිසා විසින් අවසානයක් දක්වා තුලනය කිරීමට උත්සහ දරයි,0.05
කලා ක්ෂේත්‍රය සමාජ සංස්කෘතිය ප්‍රචාරයට උපකාරී වේ,නවීන උපකරණ භාවිතය නිසා මිනිස් ශ්‍රමය ඉතිරි කර ගැනීමට හැකි වී ඇත,0.3
සංචාරක කර්මාන්තය ශ්‍රී ලංකාවේ ආර්ථිකයට විශාල ශක්තියකි,සංචාරක කර්මාන්තය ශ්‍රී ලංකාවේ ආර්ථිකයට විශාල ශක්තියකි,1.0
අද දවසේ අහසේ වලාකුළු නොමැති අතර එය ඉතාමත් නිරවුල්ව පෙනේ,ලංකාවේ ඉතිහාසය වසර දහස් ගණනක් ඈතට දිව යයි,0.14
විදේශ ආයෝජන මගින් රටකට නව තාක්ෂණය සහ ප්‍රාග්ධනය ලැබේ,සෞඛ්‍ය සම්පන්න දිවියකට ජලය පානය කිරීම වැදගත් වේ,0.0
සාමය සහ සංහිඳියාව රටක දියුණුවට අත්‍යවශ්‍ය සාධක වේ,රටක් ප්‍රගතිය කරා ගමන් කිරීමට නම් සමාජය තුළ සමගිය තිබිය යුතුය,0.8
නීතිය සමාජයේ සාමය සහ සාධාරණත්වය රැක ගනී,නිරෝගීව සිටීම සඳහා ශරීරයට අවශ්‍ය ප්‍රමාණයට දියර වර්ග ලබාගත යුතුය,0.3
ස්වභාවධර්මය ආරක්ෂා කිරීම අප සැමගේ යුතුකමක් වේ,ස්වභාවධර්මය ආරක්ෂා කිරීම අප සැමගේ යුතුකමක් වන්නේය,0.74
සාහිත්‍ය කෘති පරිශීලනයෙන් මිනිස් මනස සහ රසවින්දනය දියුණු වේ,ආර්ථික වර්ධනය ජන ජීවන මට්ටම ඉහළ නැංවීමට උපකාරී වේ,0.18
එම ප්‍රත්‍යක්ෂයන්ගේ නිරවද්‍යම යැයි සැලකිය හැකි ප්‍රත්‍යක්ෂයන් විද්‍යාව ලෙස හැදින්වේ,විදුලිය නොමැතිව අද දිනයේ ජීවිතය කල්පනා කළ නොහැක,0.27
මහනුවර නගරය කඳුකර ප්‍රදේශයේ පිහිටා ඇත,මහනුවර නගරය කඳුකර ප්‍රදේශයේ පිහිටා පවතී,0.89
සොෆ්ට්වෙයාර් යොදාගෙන අසීරු ගණනය කිරීම් ඉතා පහසුවෙන් නිම කළ හැක,කලා ක්ෂේත්‍රය සමාජ සංස්කෘතිය ප්‍රචාරයට උපකාරී වේ,0.19
මිනිසුන් ගමන් බිමන් සඳහා දුම්රිය භාවිත කිරීම ඉතා පහසු ක්‍රමයකි,සමාජ මාධ්‍ය භාවිතය පුද්ගල සබඳතා කෙරෙහි බලපෑම් ඇති කරයි,0.09
පොත් කියවීම දැනුම ලබා ගැනීමට ඇති හොඳම මාර්ගයයි,පොත් කියවීම දැනුම ලබා ගැනීමට ඇති හොඳම මාර්ගයයි,1.0
පොත් කියවීම දැනුම ලබා ගැනීමට ඇති හොඳම මාර්ගයයි,විවිධ ග්‍රන්ථ කියවීමෙන් පුද්ගලයාගේ බුද්ධි මට්ටම වර්ධනය කර ගත හැක,0.7
ජංගම දුරකථන භාවිතය නිසා සන්නිවේදනය ඉතා වේගවත් වී ඇත,අධ්‍යාපනය රටක සංවර්ධනයට මූලික වේ,0.16
කොටස් වෙළඳපොල උච්චාවචනය වීම රටක ආර්ථිකයට සෘජුව බලපායි,ශ්‍රී ලංකාවේ වංශකතාව ඉතා ඈත අතීතයක සිට ආරම්භ වන්නකි,0.07
කලා ශිල්ප මගින් රටක සංස්කෘතික අනන්‍යතාවය ලොවට විදහා දක්වයි,කලා ශිල්ප මගින් රටක සංස්කෘතික අනන්‍යතාවය ලොවට විදහා දක්වයි,1.0
ශ්‍රී ලංකාව ඉන්දියන් සාගරයේ පිහිටි දූපතකි,අධ්‍යාපනය රටක සංවර්ධනයට මූලික වේ,0.0
ජංගම දුරකථන භාවිතය නිසා සන්නිවේදනය ඉතා වේගවත් වී ඇත,ජංගම දුරකථන භාවිතය නිසා සන්නිවේදනය ඉතා වේගවත් වී ඇත,1.0
වැසි කාලයට ඩෙංගු රෝගය පැතිරීමේ අවදානම වැඩිය,අධික වර්ෂාව පවතින සමයේ ඩෙංගු උණ වැළඳීමේ ප්‍රවණතාව ඉහළ යයි,0.8
අධ්‍යාපනය රටක සංවර්ධනයට මූලික වේ,අධ්‍යාපන ක්ෂේත්‍රයේ දියුණුව රටේ ප්‍රගතියට බලපායි,0.6
මිනිස් අයිතිවාසිකම්වලට ගරු කිරීම උසස් සමාජයක මූලික ගුණයකි,සමාජයක සාමකාමී පැවැත්මට සහ යුක්තිය ඉටු වීමට නීති පද්ධතිය වැදගත් වේ,0.02
සාම්ප්‍රදායික නර්තන කලාව අපේ සංස්කෘතියේ වටිනා උරුමයකි,ෆේස්බුක් වැනි සමාජ ජාල නිසා මිනිසුන් අතර පවතින සබඳතා වෙනස් වී ඇත,0.22
මහජන ප්‍රවාහන සේවා අතර දුම්රිය ගමනාගමනයට වැඩි ඉල්ලුමක් පවතී,මොබයිල් පෝන් භාවිතයෙන් ඕනෑම කෙනෙකුට ඉතා ඉක්මනින් පණිවිඩයක් යැවිය හැකිය,0.12
සාමය සහ සංහිඳියාව රටක දියුණුවට අත්‍යවශ්‍ය සාධක වේ,රටක් දියුණු වීමට නම් මිනිසුන් අතර එකමුතුකම සහ සාමය තිබිය යුතුය,0.8
ඡන්දය ප්‍රකාශ කිරීම පුරවැසියෙකු සතු මූලික අයිතිවාසිකමකි,වන සතුන් ආරක්ෂා කිරීම ජෛව විවිධත්වය රැක ගැනීමට අත්‍යවශ්‍ය වේ,0.05
අන්තර්ජාලය හරහා තොරතුරු ඉක්මනින් ලබා ගත හැක,ටියුරිසම් ක්ෂේත්‍රය මගින් ලංකාවට විශාල විදේශ විනිමයක් ලැබේ,0.19
සාහිත්‍යය මගින් මිනිසාගේ චින්තනය සහ රසඥතාව වර්ධනය වේ,නිරෝගී දිවියකට පෝෂ්‍යදායී ආහාර වේලක් අත්‍යවශ්‍ය වේ,0.0
මව තම දරුවාට ආදරයෙන් කෑම කැවූවාය,මව තම දරුවාට ආදරයෙන් කෑම කැවූවාය,1.0
බැංකු ක්ෂේත්‍රය ඩිජිටල්කරණය වීම නිසා මුදල් ගනුදෙනු පහසු වී ඇත,අභ්‍යවකාශ ගවේෂණය මගින් විශ්වය පිළිබඳ නව තොරතුරු හෙළි වේ,0.0
ගුවන් යානා තාක්ෂණය ලෝකය පුරා ගමනාගමනය පහසු කර ඇත,අන්තර්ජාලය හරහා තොරතුරු ඉක්මනින් ලබා ගත හැක,0.15
නමුත් එය තුලනය කිරීමට කිසිදා නොහැකි වනු ඇත,මානව හිමිකම් සුරැකීම ශිෂ්ට සම්පන්න සමාජයක ලක්ෂණයකි,0.08
නවීන යන්ත්‍රෝපකරණ භාවිතයෙන් කෘෂිකාර්මික අස්වැන්න වැඩි කළ හැක,ජාතික උරුමයන් සුරැකීම පුරවැසියන්ගේ වගකීමක් ලෙස සැලකේ,0.13
පාරිසරික සමතුලිතතාවය රැක ගැනීම මතු පරපුර වෙනුවෙන් කරන ආයෝජනයකි,"ද්‍රව්‍ය පිළිබඳ ලදදැනුමහා අවබෝධයත්, ඒ ඇසුරින් නිර්මාණය කරගත් පරිකල්පිත දැනුමත් විද්‍යාව නම් වේ",0.09
එම ප්‍රත්‍යක්ෂයන්ගේ නිරවද්‍යම යැයි සැලකිය හැකි ප්‍රත්‍යක්ෂයන් විද්‍යාව ලෙස හැදින්වේ,එම ප්‍රත්‍යක්ෂයන්ගේ නිරවද්‍යම යැයි සැලකිය හැකි ප්‍රත්‍යක්ෂයන් විද්‍යාව ලෙස හැදින්වේ,1.0
ශ්‍රී ලංකාවට ආසන්න ම රටවල්ලෙස ඉන්දියාව සහමාලදිවයිනහැදින්විය හැකි ය,ශ්‍රී ලංකාවට ආසන්න ම දේශයවල්ලෙස ඉන්දියාව සහමාලදිවයිනහැදින්විය හැකි ය,0.82
බෞද්ධ දර්ශනයට අනුව මෙහි විද්‍යාව ලෙස අදහස් කරනුයේ නවීන බටහිර  විද්‍යාව නොව ලෝකෝත්තර  චතුරාර්ය සත්‍යය පිලිබඳ දැනීම නම්වූ විද්‍යාවයි,පිටරටින් පැමිණෙන ආයෝජන හරහා රටකට අලුත් දැනුම සහ ධනය එකතු වේ,0.11
අභ්‍යවකාශ ගවේෂණය මගින් විශ්වය පිළිබඳ නව තොරතුරු හෙළි වේ,අභ්‍යවකාශ ගවන්නේයෂණය තුළින් විශ්වය පිළිබඳ නව තොරතුරු හෙළි වේ,0.78
ක්ෂේත්‍ර රාශියක ප්‍රගතිය සඳහා දැනුම සහ අධ්‍යාපනය පදනම සපයයි,වන විනාශය හේතුවෙන් ගෝලීය උෂ්ණත්වය ඉහළ යයි,0.12
"නමුත් උපතේ සිට ඹහු ඇස, කණ, දිව, නාසය, සම යන ඉන්ද්‍රීන් මගින් භාහිර ලෝකය ග්‍රහණය කරගනී",මිනිසුන් ගමන් බිමන් සඳහා දුම්රිය භාවිත කිරීම ඉතා පහසු ක්‍රමයකි,0.09
ගුවන් යානා තාක්ෂණය ලෝකය පුරා ගමනාගමනය පහසු කර ඇත,අහස්යානා නිපදවීමත් සමග ලොව වටා සංචාරය කිරීම වඩාත් සරල වී තිබේ,0.6
දේශීය සංචාරක ස්ථාන ප්‍රවර්ධනය කිරීමෙන් රටට ආදායම් මාර්ග උදා වේ,සෞඛ්‍ය සම්පන්න දිවියකට ජලය පානය කිරීම වැදගත් වේ,0.16
ශ්‍රී ලංකාවබ්‍රිතාන්‍ය පාලන සමයේ දීසිලෝන්ලෙස හැඳින්වු අතර වර්තමානයේ නිල වශයෙන්ශ්‍රී ලංකා ප්‍රජාතාන්ත්‍රික සමාජවාදී ජනරජයලෙස හදුන්වයි,ශ්‍රී ලංකාවබ්‍රිතාන්‍ය පාලන සමයේ දීසිලෝන්ලෙස හැඳින්වු අතර වර්තමානයේ නිල වශයෙන්ශ්‍රී ලංකා ප්‍රජාතාන්ත්‍රික සමාජවාදී ජනරජයලෙස හදුන්වයි,1.0
රටක් ප්‍රගතිය කරා ගමන් කිරීමට නම් සමාජය තුළ සමගිය තිබිය යුතුය,රාජ්‍යයක් ප්‍රගතිය කරා ගමන් කිරීමට නම් සමාජය තුළ සමගිය තිබිය යුතුය,0.85
බැංකු ක්ෂේත්‍රය ඩිජිටල්කරණය වීම නිසා මුදල් ගනුදෙනු පහසු වී ඇත,"ශ්‍රී ලංකාව සෙරන්ඩිබ්, සිලොන්, දීප්තිමත් දිවයින, ධර්ම දිවයින, ඉන්දියන් සාගරයේ මුතු ඇටය නමින්ද හදුන්වයි",0.11
කෘතිම බුද්ධිය අනාගත ලෝකයේ ප්‍රධාන තාක්ෂණයකි,උපතේදී අයකු ක්‍රියා කරන්නේ හැඟීම් හා උත්තේජයන් මතය,0.04
වනෝද්‍යාන නැරඹීම සඳහා විදේශිකයන් විශාල වශයෙන් මෙරටට පැමිණේ,වනෝද්‍යාන නැරඹීම සඳහා විදේශිකයන් විශාල වශයෙන් මෙරටට පැමිණේ,1.0
පුරාවිද්‍යාත්මක වටිනාකමක් ඇති බිම්වලට හානි කිරීම සිරදඬුවම් විඳිය හැකි අපරාධයකි,හිරු එළියෙන් විදුලිය නිපදවීම පරිසර හිතකාමී ක්‍රමයකි,0.01
කලා ශිල්ප මගින් ජාතියක අනන්‍යතාවය ලොවට විදහා දක්වයි,සාගර දූෂණය නිසා මුහුදු ජීවීන් විනාශයට පත් වේ,0.0
රටේ සංස්කෘතික දායාද රැක ගැනීම සියලු දෙනාගේම යුතුකමකි,සෞඛ්‍ය සම්පන්නව ජීවත් වීමට නම් පෝෂණය සපිරි කෑම ගැනීම වැදගත්ය,0.29
"මී 65,610 (වර්ග සැතපුම් 25,330) වේ","මී 65,610 (වර්ග සැතපුම් 25,330) වේ",1.0
විශ්වයේ රහස් සොයා ගැනීම සඳහා සිදුකරන ගවේෂණ මගින් අලුත් දත්ත රාශියක් ලැබේ,විශ්වයේ රහස් සොයා ගැනීම සඳහා සිදුකරන ගවන්නේයෂණ මගින් අලුත් දත්ත රාශියක් ලැබේ,0.88
සමාජ මාධ්‍ය භාවිතය පුද්ගල සබඳතා කෙරෙහි බලපෑම් ඇති කරයි,ක්‍රීඩාව නිරෝගී දිවියකට මෙන්ම මානසික සහනයටද වැදගත් වේ,0.0
"නමුත් උපතේ සිට ඹහු ඇස, කණ, දිව, නාසය, සම යන ඉන්ද්‍රීන් මගින් භාහිර ලෝකය ග්‍රහණය කරගනී","නමුත් උපතේ සිට ඹහු ඇස, කණ, දිව, නාසය, සම යන ඉන්ද්‍රීන් මගින් භාහිර ලෝකය ග්‍රහණය කරගනී",1.0
වනෝද්‍යාන නැරඹීම සඳහා විදේශිකයන් විශාල වශයෙන් මෙරටට පැමිණේ,කලා ක්ෂේත්‍රය සමාජ සංස්කෘතිය ප්‍රචාරයට උපකාරී වේ,0.16
නිසි වේලාවට ආහාර ගැනීම ලෙඩ රෝගවලින් ආරක්ෂා වීමට මගකි,අභ්‍යවකාශ ගවේෂණය මගින් විශ්වය පිළිබඳ නව තොරතුරු හෙළි වේ,0.0
ගොවිතැන අපේ රටේ ප්‍රධාන ජීවනෝපාය මාර්ගයයි,කෘෂිකර්මාන්තය ශ්‍රී ලාංකිකයන්ගේ ප්‍රධානම ආදායම් මාර්ගය ලෙස සැලකේ,0.7
ක්‍රීඩාව නිරෝගී දිවියකට මෙන්ම මානසික සහනයටද වැදගත් වේ,අභ්‍යවකාශ ගවේෂණය මගින් විශ්වය පිළිබඳ නව තොරතුරු හෙළි වේ,0.0
සාම්ප්‍රදායික නර්තන කලාව අපේ සංස්කෘතියේ වටිනා උරුමයකි,අධ්‍යාපනය රටක සංවර්ධනයට මූලික වේ,0.0
අහස අද ඉතා පැහැදිලිය,එම ප්‍රත්‍යක්ෂයන්ගේ නිරවද්‍යම යැයි සැලකිය හැකි ප්‍රත්‍යක්ෂයන් විද්‍යාව ලෙස හැදින්වේ,0.24
ගොවිතැන අපේ රටේ ප්‍රධාන ජීවනෝපාය මාර්ගයයි,පරිසර උෂ්ණත්වය ඉහළ යාම නිසා ධ්‍රැවීය ප්‍රදේශවල අයිස් තට්ටු දියවී යයි,0.1
අනුරාධපුරය පැරණි රජදහනක් ලෙස හැඳින්වේ,අනුරාධපුරය ශ්‍රී ලංකාවේ පුරාණ අගනුවරක් විය,0.8
නිසි වේලාවට ආහාර ගැනීම ලෙඩ රෝගවලින් ආරක්ෂා වීමට මගකි,තාක්ෂණික දියුණුව වැඩිවීම නිසා වැඩ කාර්යක්ෂමතාව ඉහළ යයි,0.0
ප්‍රජාතන්ත්‍රවාදය යනු ජනතාවගේ පාලනය ජනතාව විසින්ම සිදු කිරීමයි,මහජනතාව විසින් පාලනය මෙහෙයවනු ලබන ක්‍රමය ප්‍රජාතන්ත්‍රවාදී පාලනයයි,0.7
විදේශ ආයෝජන මගින් රටකට නව තාක්ෂණය සහ ප්‍රාග්ධනය ලැබේ,විදේශ ආයෝජන මගින් රාජ්‍යයකට නව තාක්ෂණය හා ප්‍රාග්ධනය ලැබේ,0.75
ශ්‍රී ලංකාව ඉන්දියන් සාගරයේ පිහිටි දූපතකි,ලංකාව යනු ඉන්දීය සාගරයේ පිහිටා ඇති දූපතක් වන රටකි,0.7
විශ්වයේ රහස් සොයා ගැනීම සඳහා සිදුකරන ගවේෂණ මගින් අලුත් දත්ත රාශියක් ලැබේ,එළඹෙන සතියේදී පාසල් වාරය නිමාවට පත්වනු ඇත,0.09
කැළි කසළ කළමනාකරණය නගර අලංකාරයට සහ සෞඛ්‍යයට වැදගත් වේ,කුණු නිසි ලෙස බැහැර කිරීමෙන් නගර පිරිසිදුව හා සෞඛ්‍ය සම්පන්නව තබා ගත හැක,0.7
සමාජයක සාමකාමී පැවැත්මට සහ යුක්තිය ඉටු වීමට නීති පද්ධතිය වැදගත් වේ,සමාජයක සාමකාමී පැවැත්මට සහ යුක්තිය ඉටු වීමට නීති පද්ධතිය වැදගත් වෙයි,0.88
ගුවන් යානා තාක්ෂණය ලෝකය පුරා ගමනාගමනය පහසු කර ඇත,තාක්ෂණික දියුණුව වැඩිවීම නිසා වැඩ කාර්යක්ෂමතාව ඉහළ යයි,0.09
සෞඛ්‍යය රැකගැනීමට ප්‍රමාණවත් ජලය පානය කළ යුතුය,මහනුවර නගරය කඳුකර ප්‍රදේශයේ පිහිටා ඇත,0.02
පෘථිවිය සූර්යයා වටා ගමන් කරන ග්‍රහලෝකයකි,ඉර වටා කක්ෂගතව භ්‍රමණය වන එක් ග්‍රහයෙක් වන්නේ අප ජීවත් වන පෘථිවියයි,0.8
අධ්‍යාපනය රටක සංවර්ධනයට මූලික වේ,ගුවන් යානා තාක්ෂණය ලෝකය පුරා ගමනාගමනය පහසු කර ඇත,0.0
වන සතුන් ආරක්ෂා කිරීම ජෛව විවිධත්වය රැක ගැනීමට අත්‍යවශ්‍ය වේ,ජංගම දුරකථන භාවිතය නිසා සන්නිවේදනය ඉතා වේගවත් වී ඇත,0.0
ඉලෙක්ට්‍රොනික බැංකු ක්‍රමය නිසා මුදල් හුවමාරු කිරීම ඉතා වේගවත් වී ඇත,නවීන වෛද්‍ය සොයාගැනීම් හරහා අසාධ්‍ය ලෙඩ රෝග සුව කිරීමට හැකි වී තිබේ,0.02
සාගර දූෂණය නිසා මුහුදු ජීවීන් විනාශයට පත් වේ,සාගර දූෂණය නිමිත්තෙන් මුහුදු ජීවීන් විනාශයට පත් වෙයි,0.89
ක්ෂේත්‍ර රාශියක ප්‍රගතිය සඳහා දැනුම සහ අධ්‍යාපනය පදනම සපයයි,ක්ෂේත්‍ර රාශියක ප්‍රගතිය සඳහා දැනුම සහ අධ්‍යාපනය පදනම සපයයි,1.0
අධ්‍යාපනය රටක සංවර්ධනයට මූලික වේ,රටක දියුණුව සඳහා ඉගෙනුම් ක්‍රියාවලිය අත්‍යවශ්‍ය සාධකයකි,0.8
එම ඉන්ද්‍රීන් මගින් ග්‍රහනය කරගන්නා ලෝකය මොළය මගින් ප්‍රත්‍යක්ෂ කර ගනී,තාක්ෂණික දියුණුව වැඩිවීම නිසා වැඩ කාර්යක්ෂමතාව ඉහළ යයි,0.02
ගොවිතැන අපේ රටේ ප්‍රධාන ජීවනෝපාය මාර්ගයයි,කෘෂිකාර්මික කටයුතු ලාංකිකයන්ගේ ප්‍රමුඛතම ආර්ථික මාර්ගයයි,0.7
විදුලි බලය ජන ජීවිතයේ අත්‍යවශ්‍ය කොටසක් වී ඇත,කලා ක්ෂේත්‍රය සමාජ සංස්කෘතිය ප්‍රචාරයට උපකාරී වේ,0.2
දේශීය සංචාරක ස්ථාන ප්‍රවර්ධනය කිරීමෙන් රටට ආදායම් මාර්ග උදා වේ,දේශීය සංචාරක ස්ථාන ප්‍රවර්ධනය කිරීමෙන් රටට ආදායම් මාර්ග උදා වෙයි,0.72
අම්මා විසින් කුඩා බිළිඳාට ආහාර ලබා දුන්නේ ඉතාමත් සෙනෙහසිනි,විදේශ ආයෝජන මගින් රටකට නව තාක්ෂණය සහ ප්‍රාග්ධනය ලැබේ,0.05
එම ඉන්ද්‍රීන් මගින් ග්‍රහනය කරගන්නා ලෝකය මොළය මගින් ප්‍රත්‍යක්ෂ කර ගනී,එම ඉන්ද්‍රීන් මගින් ග්‍රහනය කරගන්නා ලෝකය මොළය මගින් ප්‍රත්‍යක්ෂ කර ගනී,1.0
"එයඉන්දියානු සාගරයේ,බෙංගාල බොක්කෙහිනිරිත දෙසින් සහඅරාබි මුහුදේගිනිකොන දෙසින් පිහිටා ඇත; එයඉන්දියානු උප මහද්වීපයමන්නාරම් බොක්කසහපෝක් සමුද්‍ර සන්ධියමගින් වෙන් කරනු ලැබේ","එයඉන්දියානු සාගරයේ,බෙංගාල බොක්කෙහිනිරිත දෙසින් සහඅරාබි මුහුදේගිනිකොන දෙසින් පිහිටා ඇත; එයඉන්දියානු උප මහද්වීපයමන්නාරම් බොක්කසහපෝක් සමුද්‍ර සන්ධියහරහා වෙන් කරනු ලැබේ",0.82
අධ්‍යාපනය රටක සංවර්ධනයට මූලික වේ,සිංහල බසින් පවතින ව්‍යාපෘතිවල සිංහල මුල් පිටුව වෙතද අනෙකුත් ව්‍යාපෘතිවල ඉංග්‍රීසි මුල් පිටුව වෙතද සබැඳි පහත දැක්වේ,0.12
විශ්වයේ රහස් සොයා ගැනීම සඳහා සිදුකරන ගවේෂණ මගින් අලුත් දත්ත රාශියක් ලැබේ,මෙම වචනය බෞද්ධ දර්ශනය තුලින් සිංහලයට පරිනාමය වූ වචනයකි,0.2
ජංගම දුරකථන භාවිතය නිසා සන්නිවේදනය ඉතා වේගවත් වී ඇත,මොබයිල් පෝන් භාවිතයෙන් ඕනෑම කෙනෙකුට ඉතා ඉක්මනින් පණිවිඩයක් යැවිය හැකිය,0.6
වන සතුන් ආරක්ෂා කිරීම ජෛව විවිධත්වය රැක ගැනීමට අත්‍යවශ්‍ය වේ,අධ්‍යාපනය රටක සංවර්ධනයට මූලික වේ,0.0
සූර්ය කෝෂ මගින් බලශක්තිය ලබා ගැනීම ස්වභාවධර්මය සුරකින ක්‍රියාවකි,සූර්ය කෝෂ මගින් බලශක්තිය ලබා ගැනීම ස්වභාවධර්මය සුරකින ක්‍රියාවකි,1.0
එය ලොව 123 වැනි විශාලතම රට වන අතරවිශාලතම දූපත්අතරින් 25 වන ස්ථානයෙ සිටියි,මොබයිල් පෝන් භාවිතයෙන් ඕනෑම කෙනෙකුට ඉතා ඉක්මනින් පණිවිඩයක් යැවිය හැකිය,0.11
වෛද්‍ය පර්යේෂණ මගින් මාරාන්තික රෝග සඳහා නව ඖෂධ සොයා ගනී,ටියුරිසම් ක්ෂේත්‍රය මගින් ලංකාවට විශාල විදේශ විනිමයක් ලැබේ,0.18
ස්වභාවධර්මයේ සමතුලිත බව පවත්වා ගැනීම අනාගත දරුවන් වෙනුවෙන් කරන වැඩකි,ඉන්ටර්නෙට් භාවිතයෙන් අවශ්‍ය තොරතුරු වේගයෙන් සෙවිය හැක,0.29
ශ්‍රී ලංකාවබ්‍රිතාන්‍ය පාලන සමයේ දීසිලෝන්ලෙස හැඳින්වු අතර වර්තමානයේ නිල වශයෙන්ශ්‍රී ලංකා ප්‍රජාතාන්ත්‍රික සමාජවාදී ජනරජයලෙස හදුන්වයි,පරිසරය සුරැකීම අප සැමගේ වගකීමකි,0.04
විවිධ ග්‍රන්ථ කියවීමෙන් පුද්ගලයාගේ බුද්ධි මට්ටම වර්ධනය කර ගත හැක,නිසි වේලාවට ආහාර ගැනීම ලෙඩ රෝගවලින් ආරක්ෂා වීමට මගකි,0.06
නීතිය සමාජයේ සාමය සහ සාධාරණත්වය රැක ගනී,නීති රීති ක්‍රියාත්මක වීම මගින් රටක යුක්තිය සහ එකමුතුකම ආරක්ෂා වේ,0.7
නවීන උපකරණ භාවිතය නිසා මිනිස් ශ්‍රමය ඉතිරි කර ගැනීමට හැකි වී ඇත,නවීන උපකරණ භාවිතය නිසා මිනිස් ශ්‍රමය ඉතිරි කර ගැනීමට හැකි වී ඇත,1.0
නීති රීති ක්‍රියාත්මක වීම මගින් රටක යුක්තිය සහ එකමුතුකම ආරක්ෂා වේ,දේශීය කර්මාන්ත නගා සිටුවීමෙන් රටේ නිෂ්පාදන ධාරිතාව ඉහළ යයි,0.27
අධ්‍යාපනය රටක සංවර්ධනයට මූලික වේ,අධ්‍යාපන ක්ෂේත්‍රයේ දියුණුව රටේ ප්‍රගතියට බලපායි,0.6
එම ප්‍රත්‍යක්ෂයන්ගේ නිරවද්‍යම යැයි සැලකිය හැකි ප්‍රත්‍යක්ෂයන් විද්‍යාව ලෙස හැදින්වේ,ජංගම දුරකථන භාවිතය නිසා සන්නිවේදනය ඉතා වේගවත් වී ඇත,0.17
ඔලිම්පික් උළෙල ලොව විශාලතම ක්‍රීඩා උත්සවය ලෙස සැලකේ,සමාජ මාධ්‍ය භාවිතය පුද්ගල සබඳතා කෙරෙහි බලපෑම් ඇති කරයි,0.0
අන්තර්ජාලය හරහා තොරතුරු ඉක්මනින් ලබා ගත හැක,ඉන්ටර්නෙට් භාවිතයෙන් අවශ්‍ය තොරතුරු වේගයෙන් සෙවිය හැක,0.6
