sentence_1,sentence_2,label
කල්කටාවේ ඊඩන් ගාර්ඩ්න්ස් හි පැවති අවසන් තරඟයේදී ඩෙස්මන්ඩ් හේන්ස් ලකුණු 107 ක් රැස් කළ අතර බටහිර ඉන්දීය කොදෙව් පිල ලකුණු 273-5ක් ලෙස ඉදිරියෙන් සිටියේය. පාකිස්තානය අවසානයේ ලකුණු 277-6ක් ලෙස ලබා ගත්තේය. අවසන් ඕවරය තුළ වසීම් අක්‍රම්ගේ හයේ පහර ද සලීම් මලික් ගේ අර්ධ ශතකය ඉවහල් වූ අතර නායක ඉම්රාන් ඛාන් තරගයේ වීරයා විය.,කල්කටාවේ ඊඩන් ගාර්ඩ්න්ස් හි පැවති ඉන්දීය තරඟයේදී ඩෙස්මන්ඩ් හේන්ස් ලකුණු 107 ක් රැස් කළ අතර බටහිර අවසන් කොදෙව් පිල ලකුණු 273-5ක් ලෙස ඉදිරියෙන් සිටියේය. පාකිස්තානය අවසානයේ ලකුණු 277-6ක් ලෙස ලබා ගත්තේය. අවසන් ඕවරය තුළ වසීම් අක්‍රම්ගේ හයේ පහර ද සලීම් මලික් ගේ අර්ධ ශතකය ඉවහල් වූ අතර නායක ඉම්රාන් ඛාන් තරගයේ වීරයා විය.,0.6
අධෝරක්ත තාරකා විද්‍යාවේ හා උප මිලිමීටර තාරකා විද්‍යාවේ ඉදිරි ගමන විසින් වෙනත් ප්‍රභා මණ්ඩලවල අන්තර්ගතය එලි කොට ඇත. ඈත තාරකා වටා දූවිලි වළලු හා උල්කාෂ්ම පැවතීම මඟින් ග්‍රහලෝක ඇතිවීමට උපකාරී වන තත්ව අධෝරක්ත ගවේෂණ හඳුනාගෙන ඇත. ආන්දෝලනාත්මක වුව ද ඇතැම් අධොරකත්ත ඡායාරූපවල සෘජු බව ග්‍රහලෝකවල ඡායාරූප වැනි දේ අන්තර්ගතය. අධෝරක්ත හා උපමිලිමීටර් ප්‍රකාශ විද්‍යාව තාරකා වටා රසායන ද්‍රව්‍ය පැවතීම වැඩි වීම හඳුනාගෙන ඇත. එය ජීවයේ සම්භවයට හෝ පැවැත්මට මහෝපකාරී වේ.,"කුමරිය නොයෙක් ආයාචනා කලද නොනැවතින වැදි රජ, ඈ තනි කර දමා යයි. තනි වූ බිසව පසුතැවිල්ල දරා ගත නොහැකිව ළය පැළී මිය යයි.",0.02
"සිසුන්ගේ ඉගෙනුම්-ඉගැන්වීම් ක්‍රියාවලිය අඩපණ විය හැකිය යනුවෙන් පවත්නා වැරදි අදහස් තුරන් කරලීමට සිසුන්, ගුරුවරුන් මෙන්ම දෙමව්පියන් ද දැනුවත් කළ යුතුය. අධ්‍යාපන අරමුණු ඉටුකර ගැනීමේදී විෂය සමගාමී ක්‍රියාවල සිසුන් නිරත විය යුතු බවට හා ශිෂ්‍ය පෞරුෂ සංවර්ධනයට දායක වන ආකාරය, පුද්ගලික හා සමාජ ජීවිතයට වැදගත් වන ආකාරය පිළිබඳව දැනුවත් කළ යුතුය.","සිසුන්ගේ ඉගෙනුම්-ඉගැන්වීම් ක්‍රියාවලිය අඩපණ විය හැකිය යනුවෙන් පවත්නා වැරදි අදහස් තුරන් කරලීමට සිසුන්, ගුරුවරුන් මෙන්ම දෙමව්පියන් ද දැනුවත් කළ යුතුය. අධ්‍යාපන අරමුණු ඉටුකර ගැනීමේදී විෂය සමගාමී ක්‍රියාවල සිසුන් නිරත විය යුතු බවට හා ශිෂ්‍ය පෞරුෂ සංවර්ධනයට දායක වන ආකාරය, පුද්ගලික හා සමාජ ජීවිතයට වැදගත් වන ආකාරය පිළිබඳව දැනුවත් කළ යුතුය.",1.0
පාර්වතී දෙව`ගනගේ වාහනය ලෙස දක්වා ඇත්තේ දුර්ගා දෙවගනගේ මෙන් සිංහයෙකි. ඇතැම් විටෙක එය සිංහ ධෙනුවක් සේ ද නිරූපනය කර ඇත. කෙසේවෙතත් මහාගෞරී වැනි පාර්වතියගේ ඇතැම් ස්වරූපවලදී ඇයගේ වාහනය වනුයේ ශිවගේ වාහනය වන නන්දී නම් පූජනීය ගවයා ය.,ක්‍රි.ව. 1867 දී එනම් ලන්දේසි ආදිපත්‍ය අවසානයේදී මිලානි මාටින් පනාන්දු යන කතෝලික පියතුමන්ලා විසින් ගාල්ල කලුවැල්ල කල්වාරි කන්දේ දී පාසලක් ලෙස තාවකාලිකව ආරම්භ කරන ලදී . 1895 වර්ෂයේ මෙම පාසල භාරව පැමිණි පළවන බිෂොප්තුමන් වන වෑන්රීත් පියතුමා මෙම පාසල සාන්ත ඇලවීෂියස් විද්‍යාලය ලෙස නම් කරනු ලැබීය.,0.24
පෘතුගීසීන්ගේ ධර්මදූත ව්‍යාපාර හේතුවෙන් පහතරට සිංහලයන් බොහෝ දෙනෙක් ක්‍රිස්තියානි ආගම වැළඳ ගැනීමට යොමු වූ අතර එමඟින් බෞද්ධ ජනයා තුළ පෘතුගීසින්ගේ වර්ධනයට හා එහි බලපෑම් වලට තිබූ අකමැත්ත වඩාත් තීව්‍ර විය. එහි ප්‍රතිඵලය වූයේ පෘතුගීසීන්ගෙන් රට බේරා ගැනීමට හැකි ඕනෑම පිරිසක් සමඟ හිතවත් වීමට ඔවුන් පසුබට නොවීමයි. 1602 දී ලන්දේසි කපිතාන්ජොරිස් වෑන් ස්පිල්බර්ජන්දිවයිනට පැමිණි අවස්ථාවේ දී උඩරට රජු ඔහුගෙන් උදව් ඉල්ලා සිටීම මගින් ඒ බව තහවුරු වේ.,"කාර්යයේ SI ඒකකය,ජූලය(J) වන අතර, එය අර්ථදැක්වෙන්නේ, එක්නිවුටනයකබලයක් එක්මීටරයකදුරක් තුල යෙදවීම නිසා සිදු මගින් අදිශ රාශියක් වන යාන්ත්‍රික කාර්යය ගණනය කරනු ලැබේ.",0.13
අනන්ත සලකුණෙහි (∞) නියම මූලයන් අපැහැදිලිය. මෙම සංකේතය ඉංග්‍රීසි භාෂාවෙන් “lemniscate” ලෙස ද හැඳින්වෙන අතර එම වදන “පටිය” යන අරුත ඇති “lemniscus” නම් ලතින් වදනින් බිදී ආවකි. මෙය අනන්තය හඟවන සංකේතයේ ආරම්භය සිදු වූ එක් ආකාරයක් විය හැක.,අනන්ත සලකුණෙහි (∞) නියම මූලයන් අපැහැදිලිය. මෙම මෙය ඉංග්‍රීසි භාෂාවෙන් “lemniscate” ලෙස ද හැඳින්වෙන අතර එම වදන “පටිය” යන අරුත ඇති “lemniscus” නම් ලතින් වදනින් බිදී ආවකි. හැක. අනන්තය හඟවන සංකේතයේ ආරම්භය සිදු වූ එක් ආකාරයක් විය සංකේතය,0.6
සිංහල නමක් වන අරිසෙන් අහුබුදු බවට පරිවර්තනය කළේය. ඔහු 1953 අගෝස්තු 8 වන දින සඳ අහුබුදු සමඟ විවාහ වූ අතර ඔවුන්ට සමන්තී අහුබුදු යන දියණියක් ලැබීය.,"1963 දී පළමු ජාත්‍යන්තර තරඟාවලිය එංගලන්තයේ Eastbourne හිදී පැවැත්විණි . මුලින් ලෝක තරඟාවලිය ලෙස හැඳින්වූ එය පසුව ලෝක නෙට්බෝල් ශූරතාවලිය ලෙස හඳුන්වන ලදී . පළමු තරඟාවලියෙන් පසුව, එක් සංවිධායකවරියක් වන ආර්. හැරිස් මෙනවිය ප්‍රකාශ කළේ,",0.05
"සමනල කන්ද‍‍‍‍‍‍යනු මධ්‍යම ශ්‍රී ලංකාවේ පිහිටා ඇති 2,243 m (7,359 ft) උස කේතුකාකාර කන්දකි. එය බෞද්ධ සම්ප්‍රදායට අනුව බුදුන් වහන්සේගේ පාද සටහන ලෙස සැලකෙනශ්‍රී පාදය, එනම්, ""පූජනීය පාද සටහන"" නම් කඳු මුදුන ආසන්නයේ පිහිටි 1.8 m (5 ft 11 in) පාෂාණ සැකැස්ම සඳහා ප්‍රසිද්ධය.හින්දුසම්ප්‍රදායට අනුව හනුමාන් හෝ ශිව, එනම්, ""ශිවගේ ආලෝකයේ කන්ද"", ලෙස සැළකේ. මේ සියලු විශ්වාස ලිඛිත මූලාශ්‍ර මත පදනම්ව ඇතත් කිසිඳු විද්‍යාත්මක හෝ පුරාවිද්‍යාත්මකතහවුරු කිරීමක් නැත.","ශිව භක්තිකයෝ ශිව දෙවියන්ගේ පා සළකුණ එහි පිහිටා ඇතැයි විශ්වාස කරති. ඔවුන් එය හඳුන්වන්නේ ""ශිවන් ඔලි පාදම්""යනුවෙනි.",0.77
"වර්තමානයේ දී කුබුන්ටු වැඩතල අනුවාදය Intel x86 සහ AMD64 ආකෘති වලට අනුව ලබා ගත හැකිය. තවද සමහර නිකුතු SPARC ආකෘතිය, PowerPC, IA-64(Itanium) සහ PlayStation3 ආකෘතියටද අනුව ලබා ගත හැකිය. උබුන්ටු හී ඕනෑම අනුවාදයක කුබුන්ටු අනුවාදය ද ලබා ගත හැකිය.",කුබුන්ටුයනු මූලික උබුන්ටු මෙහෙයුම් පද්ධතියෙන් බෙදී ගිය මෙහෙයුම් පද්ධතියකි. මෙහි ජීනෝම් චිත්‍රක පරිශීලකය වෙනුවට කේඩීඊ චිත්‍රක පරිශීලක පරිසරය යොදාගෙන ඇත. මෙය උබුන්ටු ව්‍යාපෘතියේම කොටසක් වන අතර උබුන්ටු හී යොදාගෙන ඇති මෙහෙයුම් පද්ධති ආකෘතියම යොදාගෙන ඇත. මෙම උබුන්ටු සහ කුබුන්ටු යන මෙහෙයුම් පද්ධති දෙකම එකම පරිගණකයක ස්ථාපනය කර ගැනීමෙන් මාරුවෙන් මාරුවට භාවිතා කළ හැකිය. උබුන්ටු මෙන්ම කුබුන්ටු සඳහා ඳ එකම ගොනු එකතුවක් භාවිතා කරයි.,0.63
"මෙම උපකරණයෙන් මුහුද යට ඇති ගල්පර සහ ගිලීගිය නැව් ආදී ධීවර යාත්‍රාවලට හානි සිදුකළ හැකි දේ ඇති තැන් ගැනත්, මාළු අහින් සහ මුහුදේ ගැඹුර ගැනත් දැන ගැනීමට පිළිවන.",මෙම උපකරණයෙන් මුහුද යට ඇති ගල්පර සහ ගිලීගිය නැව් ආදී ධීවර යාත්‍රාවලට හානි සිදුකළ හැකි දේ ඇති,0.58
"මධ්‍යතන යුගයේ දී ශාක කායකර්මය පිළිබඳ ලියැවුණු වැදගත් කෘතීන් අතර උදායන ගේ පෘත්විනිරපාර්යම්, ධර්මෝත්තර ගේ න්යාකයවින්ධුථික, ගුණරත්න ගේ සද්ධර්ශණ සමුච්චය හා සංකාරමිශරපාර ගේ උපස්කාර විශේෂ වෙයි.","මධ්‍යතන යුගයේ දී ශාක කායකර්මය පිළිබඳ න්යාකයවින්ධුථික, වැදගත් කෘතීන් අතර උදායන ගේ ලියැවුණු ධර්මෝත්තර ගේ සමුච්චය ගුණරත්න ගේ සද්ධර්ශණ පෘත්විනිරපාර්යම්, හා සංකාරමිශරපාර ගේ උපස්කාර විශේෂ වෙයි.",0.6
"ශිෂ්‍ය සංඛ්‍යාව වැඩි වූ විට පාසල බාලිකා හා පිරිමි ලෙස බෙදා තිබුණි. 1932 දී, පාසල ගැහැණු ළමයින් සහ පිරිමි ළමයින් සඳහා පිළිවෙලින් උදෑසන සහ දහවල් සැසි දෙකෙන්ම ආරම්භ විය. 1942 පෙබරවාරි 07 වැනි දින විද්‍යාලයේ දෙවන ගොඩනැගිල්ල එවඩ්නේ ද සිල්වා මැතිනිය විසින් විවෘත කරන ලද අතර, අනතුරුව, බාලිකා විද්‍යාලය වෙනම පිහිටුවන ලදී.",හිඳ ඔබ සෙවනේ සිසු අප බැතිනේ...//සනසමු සිරිලක ලබමින ඥානේසැමකල් විද්‍යා දදාති විනයං ...//සඳ සේ සුදිලේවා...//,0.62
පොත් කියවීම දැනුම ලබා ගැනීමට ඇති හොඳම මාර්ගයයි,පෞරාණික ස්ථාන විනාශ කිරීම නීතියෙන් දඬුවම් ලැබිය හැකි වරදකි,0.0
සමාජ මාධ්‍ය භාවිතය පුද්ගල සබඳතා කෙරෙහි බලපෑම් ඇති කරයි,ෆේස්බුක් වැනි සමාජ ජාල නිසා මිනිසුන් අතර පවතින සබඳතා වෙනස් වී ඇත,0.5
"පී විජේවර්ධන මහතාගේ කාලයේ පාසල් ශිෂ්‍යභට, බාලදක්ෂ, පෙරදිග තූර්ය වාදක කණ්ඩායම බිහි විය. ඉන්පසුව සංගීතය භාර ගුරුවරයා වූ ධනපාල මෙන්ඩිස් මහතා පාසලට සුවිශේෂී සේවයක් කළේය. 1971 දී පාසල් ශිෂ්‍ය නායක මණ්ඩලය සහ පාසල් ඉතිරි කිරීමේ බැංකුව පිහිටුවන ලදී. මෙහි තවත් දෙමහල් ගොඩනැගිල්ලක් පාසලට එකතු විය. 1976 වසරේ උසස් පෙළ අංශයට විද්‍යා හා වාණිජ විෂය ධාරාවන් දෙකම හඳුන්වා දෙන ලදී.",සංචාරක කර්මාන්තය(ඉංග්‍රීසි:Tourism) යනු විනෝදාස්වාදය හෝ ව්‍යාපාරික අවශ්‍යතා සඳහාසංචාරය කිරීමසහ ඒ හා ආශ්‍රිත වාණිජ කටයුතු හැඳින්වීමට භාවිතා වන පදයක් වෙයි.,0.12
ශ්‍රී ලංකාව ඉන්දියන් සාගරයේ පිහිටි දූපතකි,කොටස් වෙළඳපොල උච්චාවචනය වීම රටක ආර්ථිකයට සෘජුව බලපායි,0.0
"විෂබීජයක් හේතු කොට ගෙන ශ්වසන පද්ධතියේ හට ගන්නා ආසාදනයකි කක්කල් කැස්ස. මෙය සාමාන්‍යයෙන් ළමයින් අතර දක්නට ලැබෙන රෝගයකි. වරින් ‍වර නොකඩවා කැස්ස ඇති වීම ද, එම කැස්ස අවසානයේදී ළමයා හුස්ම ඉහළට ඇදීමේ දී සිහින් (හුරුවන් බෑම) වැනි ශබ්දයක් පිට කිරීම ද, මේ රෝගයේ විශේෂ ලක්ෂණයකි.",විෂබීජයක් හේතු කොට ගෙන ශ්වසන පද්ධතියේ හට ගන්නා ආසාදනයකි කක්කල් කැස්ස. මෙය සාමාන්‍යයෙන් ළමයින් අතර දක්නට ලැබෙන,0.51
සාම්ප්‍රදායික නර්තන කලාව අපේ සංස්කෘතියේ වටිනා උරුමයකි,අතීතයෙන් උරුම වූ නැටුම් කලාව අපේ රටේ වැදගත් සංස්කෘතික සම්පතකි,0.7
"පරිගණකය තුල දත්ත ගබඩා කරගැනීම සඳහා ""1"" සහ ""0"" යන සංක්‍යයා ද්විත්වය භාවිත කරයි. මෙම ක්‍රමය ද්විමය ක්‍රමය (Binary Form) ලෙස හඳුන්වයි.",ජේ.ආර්. ජයවර්ධනරජයේ කැබිනට් මණ්ඩලයේ සිටි ලාබාලතම අමාත්‍යවරයා වූයේ රනිල් වික්‍රමසිංහ මහතායි. එහිදී ඔහු දැරුවේ තරුණ කටයුතු හා රැකීරක්ෂා අමාත්‍ය ධූරයයි.,0.07
පරිගනකයේ රෙජිස්තර මතකය යනු සකසනය මගින් සිදුකරන මෙහෙයුම් සදහා ඉඩ ලබාදෙන මතක ඒකකය වේ මෙය පරිගණකයේ මධ්‍ය සැකසුම් ඒකකය තුළ පිහිටා ඇත.,"වර්තමානයේ දී කුබුන්ටු වැඩතල අනුවාදය Intel x86 සහ AMD64 ආකෘති වලට අනුව ලබා ගත හැකිය. තවද සමහර නිකුතු SPARC ආකෘතිය, PowerPC, IA-64(Itanium) සහ PlayStation3 ආකෘතියටද අනුව ලබා ගත හැකිය. උබුන්ටු හී ඕනෑම අනුවාදයක කුබුන්ටු අනුවාදය ද ලබා ගත හැකිය.",0.12
"ශ්‍රී චන්දානන්ද බෞද්ධ විද්‍යාලය,මහනුවර(ඉංග්‍රීසි: Sri Chandananda Buddhist College, Kandy) ආරම්භ කරනු ලැබුවේ 2006 දීය. එය පිහිටා තිබෙන්නේ මහනුවර, අස්ගිරියේය. මෙය පෞද්ගලික බාලක පාසලක් වන අතරබෞද්ධදරුවන්ට පමණක්ම වෙන්වූ අධ්‍යාපනය ආයතනයකි.ශ්‍රී ලංකාවේ පළමු පෞද්ගලික බෞද්ධ පාසලවශයෙන් චන්දානන්ද බෞද්ධ විද්‍යාලය හැඳින්විය හැක. වර්තමානයේ මෙහි ආචාර්ය මණ්ඩලය 250 ක් පමණ වන අතර සිසුන් 3500 ක් පමණ ඉගනුම ලබයි.",අස්ගිරිය මහා විහාර පාර්ශ්වයේ අතිපූජ්‍ය මහානායක අපවත්වී වදාළ පලීපාන ශ්‍රී චන්දානන්ද මාහිමිපාණන්ගේ ජාත්‍යන්තර ධර්මදූත සේවයේ සංකල්පයක් අනුව මුලින් ස්ථාපිත කළ ජාත්‍යන්තර බෞද්ධ මධ්‍යස්ථානය 2006 ජනවාරි 04 වෙනිදා අස්ගිරි මාහිමිපාණන්ගේ ශිෂ්‍යරත්නය වන අස්ගිරිය මහා විහාරයීය කාරක මහා සංඝසභාවේ කාරක සභික ආචාර්ය ගොඩගම මංගල හිමියන්ගේ විද්‍යලයාwධිපතිත්වයෙන් ශ්‍රී චන්දානන්ද බෞද්ධ විද්‍යාලය ආරම්භ කරන ලදී.,0.7
කුබුන්ටු යන නාමය පද දෙකක එකතුවක් ලෙස (K + Ubuntu )දැක්විය හැකිය. කේ මගින් කුබුන්ටු හී භාවිතා වන කේ චිත්‍රක පරිශීලක පරිසරය නිරූපනය වන අතර උබුන්ටු යන්නෙහි අරුතඅන් අයට මානුෂිකත්වයලෙස සරලව දැක්විය හැකිය. කුබුන්ටු යන්නෙහි තවත් අරුතක් ලෙසනොමිලේයන්න දැක්විය හැකිය.,කුබුන්ටු හී වැඩතලය සම්පූර්ණයෙන්ම පාහේ වෙනස් කර ඇත. කුබුන්ටු හී වැඩතලය නිමවා ඇත්තේ අනෙකුත් මෙහෙයුම් පද්ධති වල (උදාහරණ : මයිකේ‍රාසොෆ් ට් වින්ඩෝස් ) වැඩතලයන් හී පිරිසැලසුමට අනුකූලව බැවින් භාවිතා කරන්නාට පහසුවෙන් කුබුන්ටු වලට මාරුවිය හැකිය. කුබුන්ටු හී අනෙකුත් මෙහෙයුම් පද්ධති හා සමානවම වැඩ සටහන් සපයා ඇති අතර අනෙකුත් මෙහෙයුම් පද්ධති වල දැකිය නොහැකි වැඩසටහන් ද දැකිය හැකිය. සම්මත කේඩීඊ4 ස්ථාපනය සමග ත්‍රිමාන පෙනීමද ලබා ගත හැකිය.,0.76
"උපනිෂද් විවිධ ආකාරවලින් බ්‍රහ්මන්ගේ පාරභෞතික සංකල්පය සාකච්ඡ චොන්දෝග්‍ය උපනිෂද් අවධාරණය කරන්නේ ආත්මය (අභ්‍යන්තර සාරය) පවතින බවත්, බ්‍රහ්මන් එම ආත්මය හා සමාන බවත්ය.",උපනිෂද් විවිධ ආකාරවලින් බ්‍රහ්මන්ගේ පාරභෞතික සංකල්පය සාකච්ඡ චොන්දෝග්‍ය,0.51
රාහුල විද්‍යාලයීය නිල වෙබ් අඩවිය ආරම්භ කරන ලද්දේ 2005 වසරේ උසස් පෙළ ව්‍යාපෘතියක් ලෙසිනි. ඒ සමගම රාහුල විද්‍යාලයීය වෙබ් කණ්ඩායම (Team|RCM Web) ඇරැඹිනි. එම ව්‍යාපෘතිය විද්‍යාලයීය ආචාර්යවරුන් වන පූජ්‍ය බෝගොඩ විමලඥාන ස්වාමීන් වහන්සේ සහ ජයවර්ධන මහතා අතින් අධීක්‍ෂණයට ලක්විය.,මහවැලි ගංගාව ලංකාවේ ජල විදුලිය නිෂ්පාදනය සහ ජල සම්පාදනය සඳහා සුවිශාල දායක්ත්වයක් සපයන අතර වර්ග කිලෝ මීටර 1000 කට වැඩි භුමි ප්‍රදේශයක් මෙහි ජලයෙන් පෝෂණය වේ.විශාල වැලි යන අර්ථයෙන් මෙම ගඟට මහවැලි යන නාමය ලැබී ඇත. මහවැලි පාලම පොලොන්නරුවේ පිහිටා ඇත.,0.13
"ලෝක කුසලාන තරඟාවලිය සඳහා තරඟ කිරීමට කණ්ඩායම් අටකට ආරාධනා කර ඇත. ඉන් රටවල් හයක් ජාත්‍යන්තර ක්‍රිකට් කවුන්සිලයේ (අයිසීසී) පූර්ණ සාමාජිකයින් වූ අතර, ඉතිරි ස්ථාන දෙක පිරවීම සඳහා ශ්‍රී ලංකාව සහ නැගෙනහිර අප්‍රිකාවට ආරාධනා කරන ලදී. දකුණු අප්‍රිකාව තරගාවලියේ එක් කණ්ඩායමක් වීමට නියමිතව තිබූ නමුත් රට තුළ පවතින වර්ණභේදවාදී නීති හේතුවෙන් කණ්ඩායමට 1992 සංස්කරණය දක්වා තරඟ කිරීමෙන් ඉවත් වීමට සිදුවිය.","ඒ අනුව කෘෂිකර්මාන්තයෙන් දිවි ගෙවන ලද අයවලුන් ඒ අවටින් සොයා ගත හැකි වියලි වෙල් කදුරැ ගෙඩිද, සාමාන්‍ය ගම්බද පදේශය තුල සහ නාගරික සාමාන්‍ය ජනතාව ජිවත්වු පදේශය වෙතින් ඔට්ටුපාලු වලින් හා කොළ කැබලි වලින් ඔතා ගන්නා ලද බෝලත් ධීවර ජනතාව ජීවත්වු මුහුදුබඩ ආශ්‍රිත ප්‍රෙද්ශයන් වෙතින් සොයා ගතහැකි ද්‍රව්‍ය හා ගෙඩි වර්ග උපයොාගි කර ගනිමින් මෙම ක්‍රිඩාවේ යෙදී ඇත. ජේ පි ජයසිංහ මහතා විසින් 1963 දි ලියා ඇතිඑල්ලේ ක්‍රීඩාවට මගයන පොතේද ඒ බව සදහන් කර ඇත.",0.24
ලංකාවේ සිතියම්ගත මතස්‍ය ව්‍යාප්තිය ගත් කල එය ප්‍රධාන වශයෙන් කලාප තුනක් ඔස්සේ බෙදා වෙන්කර ඇති බව දැක්විය හැකිය‍.,"කොරල් පර පෝෂක ද්‍රව්‍ය දුලබ නිවර්තන ජලයේ පිහිටා තිබුණ ද කොරල් පර සදහා අසාමාන්‍ය ජෛව විවිධත්වයක් පවතී. කොරල් පර, zooxanthellae සහ අනෙකුත් කොරල් පර ජීවීන් අතර පෝෂක ද්‍රව්‍ය ප්‍රතිචක්‍රීකරණය වීමේ ක්‍රියාවලිය මඟින් මෙම ජලයෙහි කොරල් පර ඇතිවීමේ සුලභත්වය පිළිබඳව විග්‍රහ කිරීමක් සිදු කෙරේ. ප්‍රතිචක්‍රීකරණය මගින් සම්පුර්ණ කොරල් පර ප්‍රජාව සදහා ආධාර සැපයීමට අවම පෝෂක සංඝටක ප්‍රමාණයක් පැවතීම පිළිබඳව තහවුරු කරයි.",0.75
කාලගුණික විපර්යාස නිසා ලෝකයේ අයිස් කඳු දිය වෙමින් පවතී,පරිසර උෂ්ණත්වය ඉහළ යාම නිසා ධ්‍රැවීය ප්‍රදේශවල අයිස් තට්ටු දියවී යයි,0.8
"ඇමයින - නෝඑපිනෙප්රින්, එපිනෙප්රින්, ඩොසාමින් ට්රකයිරෝසින් නැමති තනි ඇමයිනෝ අම්ලයෙන් සෑදී ඇත. තයිරොයිඩ හෝමෝන [ T3 – 3,5,3’ ට්රරයි අයඩොතයරොනින් හා T4 – 3,5, 3’, 5’ ටෙට්රා අයඩොතයිරෙනින්] අයඩින් අණූ බැඳුණු තයිරොසීන ඇමයිනෝ අම්ල අණූ 2ක් නිසා මෙම වර්ගයට අයත් කර ඇත‍.","ඇමයින - නෝඑපිනෙප්රින්, එපිනෙප්රින්, ඩොසාමින් ට්රකයිරෝසින් නැමති තනි ඇමයිනෝ අම්ලයෙන් සෑදී ඇත. තයිරොයිඩ හෝමෝන [",0.51
පරිගණකය අද කාලයේ නැතුවම බැරි මෙවලමකි,වර්තමාන ලෝකයේ බොහෝ වැඩ කටයුතු සඳහා පරිගණක තාක්ෂණය අත්‍යවශ්‍ය වී තිබේ,0.8
"ඝන ශාක වැස්ම හේතුවෙන් යාල වැනි වියලි කලාපීය වනෝද්‍යාන මෙන් වන සතුන් මෙහි දී පහසුවෙන් දැක ගත හැකි නොව්. මෙහි දී අලි දැකගත හැකි . බහුලව ම දැකිය හැකි විශාල ම ක්ෂීරපායි ජීවියා වනුයේ, ශ්‍රී ලංකා අළු වඳුරා යි.","සමනල කන්ද‍‍‍‍‍‍යනු මධ්‍යම ශ්‍රී ලංකාවේ පිහිටා ඇති 2,243 m (7,359 ft) උස කේතුකාකාර කන්දකි. එය බෞද්ධ සම්ප්‍රදායට අනුව බුදුන් වහන්සේගේ පාද සටහන ලෙස සැලකෙනශ්‍රී පාදය, එනම්, ""පූජනීය පාද සටහන"" නම් කඳු මුදුන ආසන්නයේ පිහිටි 1.8 m (5 ft 11 in) පාෂාණ සැකැස්ම සඳහා ප්‍රසිද්ධය.හින්දුසම්ප්‍රදායට අනුව හනුමාන් හෝ ශිව, එනම්, ""ශිවගේ ආලෝකයේ කන්ද"", ලෙස සැළකේ. මේ සියලු විශ්වාස ලිඛිත මූලාශ්‍ර මත පදනම්ව ඇතත් කිසිඳු විද්‍යාත්මක හෝ පුරාවිද්‍යාත්මකතහවුරු කිරීමක් නැත.",0.69
කුබුන්ටු යන නාමය පද දෙකක එකතුවක් ලෙස (K + Ubuntu )දැක්විය හැකිය. කේ මගින් කුබුන්ටු හී භාවිතා වන කේ චිත්‍රක පරිශීලක පරිසරය නිරූපනය වන අතර උබුන්ටු යන්නෙහි අරුතඅන් අයට මානුෂිකත්වයලෙස සරලව දැක්විය හැකිය. කුබුන්ටු යන්නෙහි තවත් අරුතක් ලෙසනොමිලේයන්න දැක්විය හැකිය.,දේවී ගීතාව(සංස්කෘත: देवीगीता) යනු ශක්තිවාදයේ ප්‍රධාන ග්‍රන්ථයක් වනදේවී භාගවත පුරාණයේඇති පුරාණ හින්දු දාර්ශනික ලියවිල්ලක් වන අතර එයමහාදේවියසහ හිමාලය රජු අතර සිදුවන සංවාදයක ස්වරූපයෙන් දක්වා තිබේ.එය හින්දු ග්‍රන්ථවල පොදුවේ සඳහන් වන ගීතා හැට හතරෙන් එකකි.,0.05
"උදාහරණ:- ධාන්‍යය බිම්වල බෝංචි, squash, වට්ටක්කා හා මිරිස් වගාව කෙරුණු අතර මෙහිලා කාන්තාවන්ගේ සහභාගිත්වය ඉතා කැපී පෙනෙන ලෙස තිබුණි.",රෝගය ආරම්භයේ දී ම නියමිත ප්‍රතිජීවකය දීමෙන් රෝගය වැඩි කල් ගත වීමට පෙර මැ‍ඩලීමට සහ ද්විතීයික ආසාදනයන් හට ගැනීම වැළැක්විය හැක.,0.19
"2002දීග්‍රෙගරි එල්. පොසේල්විසින් නිගමනය කළේ මෙම රුව දේවතාවකු ලෙස හැඳින්වීම උචිත වන බවයි. දිය මී ගවයා සමග සම්බන්ධතාව, ආගමික ශාස්තෘවරයකු ලෙස ඉරියව්ව සහ ශිවගේ මූලාදර්ශය පිළිබඳ අදහස් ""තවදුරටත් දිගට විහිදෙන"" බව සැලකේ.","1993 චැම්පියන්ස් කුසලානය ද්විත්ව රවුන්ඩ් රොබින් තරගාවලියකින් ආරම්භ වූ අතර එහිදී සෑම කණ්ඩායමක්ම දෙවරක් ක්‍රීඩා කළහ. ප්‍රමුඛ කණ්ඩායම් දෙක අවසන් තරඟයට සුදුසුකම් ලබා ගත්හ. බටහිර ඉන්දීය කොදෙව් තරඟාවලිය ජයගත් අතර ඇමරිකානු ඩොලර් 37,500 ක් ද, අනුශූරයන් වූ පාකිස්තානය ඇමරිකානු ඩොලර් 22,500 ක් ද ශ්‍රී ලංකාව ඇමරිකානු ඩොලර් 10,000 ක් ද දිනා ගත්හ.",0.11
