text,label
2006  හේවුඩ් සම්ප්රදාය  කලා ඉතිහාසය  මොනොග්රැෆ් වල ප්රකාශන තීර්ථ ජාත්යන්තර කලාකරුවන්ගේ එකතුව ශ්රී ලංකාව,
2006  නූතන ඉන්දියානු කලාව  කලා ඉතිහාසය  මොනොග්රැෆ් වල ප්රකාශන තීර්ථ ජාත්යන්තර කලාකරුවන්ගේ එකතුව ශ්රී ලංකාව,
20067   කලා ඉතිහාසය පිළිබඳ තීර්ථ  කලා මොනොග්රැෆ් මාලාවේ කතුවැකි සාමාජික තීර්ත ජාත්යන්තර කලාකරුවන්ගේ එකතුව,
2007  පුරාවිද්යා ශාස්ත්රපති උපාධිය පශ්චාත් උපාධි අධ්යයනාංශය කැලණිය විශ්ව විද්යාලය,
2008  පාලපොතුපිටිය මාතර රළ කලාකරුවන්ගේ සංවිධානය විසින් ප්රකාශයට පත් කරන ලද චින්තක උයන්ගොඩ සහ එටල් විසින් සංස්කරණය කරන ලද රළ සමරු කලාපයට කවරයේ පිටුව විශේෂාංගය හැටියට ලියන ලදරචනාවකි,
2009  අනුරාධපුරයේ සිට කොළඹ දක්වා ශ්රී ලාංකික කලාවේ ප්රචණ්ඩත්වය නිරූපණය  තීර්ථ  වාර්ෂික සංදේශ ප්රකාශනය   මහාචාර්ය ජගත් වීරසිංහ ආදිය තීර්ථ ජාත්යන්තර කලාකරුවන්ගේ එකතුව ශ්රී ලංකාව,
2009  සමකාලීන කලාව සහ කලාකරුවන් යටතේ කෝරලේගෙදර පුෂ්පකුමාරගේ කලාව පිළිබඳ ප්රදර්ශන නාමාවලි රචනය ප්රසන්න රණබාහු සහ ප්රදීප් චන්ද්රසිරි විසින් සංස්කරණය කරන ලදී,
පිටකෝට්ටේ තීර්ථ ජාත්යන්තර කලාකරුවන්ගේ සාමූහිකය විසින් සංවිධානය කරන ලද සහ ප්රකාශනය කරන ලද්දකි,
2009  සමකාලීන කලාව සහ කලාකරුවන් යටතේ බන්ධු මනම්පේරි ගේ කලාව පිළිබඳ ප්රදර්ශන නාමාවලි රචනය ප්රසන්න රණබාහු සහ ප්රදීප් චන්ද්රසිරි විසින් සංස්කරණය කරන ලදී,
2010  සමකාලීන කලාව සහ කලාකරුවන් යටතේ සරත් කුමාරසිරි ගේ කලාව පිළිබඳ ප්රදර්ශන නාමාවලි රචනය ප්රසන්න රණබාහු සහ ප්රදීප් චන්ද්රසිරි විසින් සංස්කරණය කරන ලදී,
2011  ශ්රී ලංකාවේ නූතනවාදය කවදාද  තීර්ථ කලා ඉතිහාස සංග්රහය   ප්රසන්න රණබාහු තීර්ථ ප්රකාශන ශ්රී ලංකාව,
2011  සිට මේ දක්වා   පිටකෝට්ටේ තීර්ථ ජාත්යන්තර කලාකරුවන්ගේ සාමූහිකයේ සාම්ප්රදායික නූතන සහ සමකාලීන කලාව පිළිබඳ තීර්ථ  කලා ඉතිහාසය පිළිබඳ සංග්රහයේ සංස්කාරකවරයා වේ,
2011  දඹුල්ල විහාරස්ථානයේ   2 වන  ගුහාවේ දුටු ගැමුණු සහ එළාර අතර යුද්ධයේ බිතුසිතුවම් පිළිබඳ කලා ඓතිහාසික කියවීම   තීර්ථ කලා ඉතිහාස සංග්රහය   ප්රසන්න රණබාහු තීර්ථ ප්රකාශන ශ්රී ලංකාව,
2015  සිට මේ දක්වා කමිටු සාමාජික කලා හා කලා ඉතිහාසය සඳහා නව විෂය නිර්දේශ සංශෝධන කමිටුව ජාතික අධ්යාපන ආයතනය මහරගම,
2015  සිට මේ දක්වා කථිකාචාර්ය කලා ඉතිහාසයේ ඉතිහාසය සහ කලා ඉතිහාසයේ න්යාය පුරාවිද්යා පශ්චාත් උපාධි ආයතනය,
2015  සිට මේ දක්වා විනිශ්චය මණ්ඩලයේ සාමාජික පැලවත්ත ජාතික ශිල්ප සභාව විසින් පවත්වනු ලබන වාර්ෂික සමස්ත ලංකා ශිල්ප තරඟය,
2015  සිට මේ දක්වා කතුවැකි සාමාජික කලා හා කලා ඉතිහාසය සඳහා පාසල් ගුරුවරුන්ගේ මාර්ගෝපදේශක අත්පොත ජාතික අධ්යාපන ආයතනය මහරගම,
2015  සිට මේ දක්වා පාඨමාලා සම්බන්ධීකාරක සංස්කෘතික දේපළ සංරක්ෂණය පිළිබඳ සහතික පත්ර පාඨමාලාව පුරාවිද්යා පශ්චාත් උපාධි ආයතනය,
2015  සිට මේ දක්වා කමිටු සාමාජික පැලවත්තේ ජාතික ශිල්ප කවුන්සිලයේ අධ්යයන මණ්ඩලය,
2015  සිට මේ දක්වා පාඨමාලා සම්බන්ධීකාරක ලෝක කලා ඉතිහාසයේ ඉතිහාසය පිළිබඳ සහතික පත්ර පාඨමාලාව පුරාවිද්යා පශ්චාත් උපාධි ආයතනය,
2015  සිට මේ දක්වා කැලණිය විශ්වවිද්යාලයේ පුරාවිද්යා පශ්චාත් උපාධි ආයතනය විසින් පවත්වනු ලබන කෞතුකාගාර විද්යාව පිළිබඳ කථිකාචාර්ය,
2015  සිට මේ දක්වා කැලණිය විශ්වවිද්යාලයේ පුරාවිද්යා පශ්චාත් උපාධි ආයතනය විසින් පවත්වනු ලබන සංස්කෘතික දේපළ සංරක්ෂණය පිළිබඳ සහතික පත්ර පාඨමාලාවේ කථිකාචාර්ය,
2015  සිට මේ දක්වා කැලණිය විශ්වවිද්යාලයේ පුරාවිද්යා පශ්චාත් උපාධි ආයතනය විසින් පවත්වනු ලබන පූර්ව ඉතිහාසය පිළිබඳ බාහිර කථිකාචාර්ය පැලියෝජෛව විවිධත්වය පිළිබඳ පශ්චාත් උපාධි ඩිප්ලෝමාව,
2015  සිට මේ දක්වා කැලණිය විශ්වවිද්යාලයේ පුරාවිද්යා පශ්චාත් උපාධි ආයතනය විසින් පවත්වනු ලබන කලා ඉතිහාසය පිළිබඳ සහතික පත්ර පාඨමාලාවේ දකුණු ආසියාවේ කලාව සහ ගෘහ නිර්මාණ ශිල්පය පිළිබඳ කථිකාචාර්ය,
2015  සිට මේ දක්වා කථිකාචාර්ය  බටහිර ලෝකයේ නූතන කලාව කැලණිය විශ්ව විද්යාලයේ පුරාවිද්යා පශ්චාත් උපාධි ආයතනය විසින් පවත්වනු ලබන කලා ඉතිහාසය පිළිබඳ සහතික පත්ර පාඨමාලාව,
2018     ශ්රී ලංකාවේ ගම්පහ දිස්ත්රික්කයේ බෙම්මුල්ල  බෞද්ධ විහාරය පිළිබඳ පුළුල් කලාඓතිහාසික සමීක්ෂණයක්   පුරාවිද්යා පශ්චාත් උපාධි ආයතනයේ මතක සටහන්,
2017  මහාචාර්ය ජැනිස් ලියෝෂ්කෝ  සහ මහාචාර්ය ජගත් වීරසිංහ  විසින් පවත්වන ලද කොළඹ 07 පුරාවිද්යා පශ්චාත් උපාධි ආයතනයේ ශ්රී ලංකාවේ කලාවේ කලා ඉතිහාසය නූතනවාදය නවීකරණය සහ නූතනත්වය පිළිබඳ වැඩමුළුව,
2018  සිට මේ දක්වා කැලණිය විශ්වවිද්යාලයේ පුරාවිද්යා පශ්චාත් උපාධි ආයතනයේ පවත්වන ලද පුරාවිද්යාව පිළිබඳ සහතික පත්ර පාඨමාලාවේ කථිකාචාර්ය  පූර්වනූතන ශ්රී ලංකාවේ කලාව සහ ගෘහ නිර්මාණ ශිල්පය,
2018  සිට මේ දක්වා කැලණිය විශ්වවිද්යාලයේ පුරාවිද්යා පශ්චාත් උපාධි ආයතනය විසින් පවත්වනු ලබන පුරාවිද්යාව පිළිබඳ උරුම කළමනාකරණ සහතික පත්ර පාඨමාලාවේ කථිකාචාර්ය,
2018  කොළඹ 07 පුරාවිද්යා පශ්චාත් උපාධි ආයතනයේ මහාචාර්ය ජැනිස් ලියෝෂ්කෝ  සහ මහාචාර්ය ජගත් වීරසිංහ  විසින් පවත්වන ලද කලා ඉතිහාසයේ නියමයන් පිළිබඳ වැඩමුළුව,
2019  මාර්තු 03  සේනකේ බණ්ඩාරනායකගේ කලා ඓතිහාසික ප්රවේශය  ශ්රී ලංකාවේ පුරාවිද්යාව පිළිබඳ වඩා හොඳ අවබෝධයක් සඳහා සංස්ලේෂණය ශක්තිමත් කිරීම මහාචාර්ය සේනකේ බණ්ඩාරනායක අනුස්මරණ සමුළුව පුරාවිද්යා පශ්චාත් උපාධි ආයතනයේ දී,
2019  සිට මේ දක්වා පාඨමාලා සම්බන්ධීකාරක පුරාවිද්යා පශ්චාත් උපාධි ඩිප්ලෝමාව පුරාවිද්යා පශ්චාත් උපාධි ආයතනය,
2020  සිට මේ දක්වා කලා අධ්යාපන විෂය නිර්දේශයේ මූලික විෂය සංස්කාරකය ජාතික අධ්යාපන විද්යාලයේ අලුතින් යෝජිත උපාධි අපේක්ෂක විෂය මාලාව යටතේ පවතී,
2020  සිට මේ දක්වා කැලණිය විශ්වවිද්යාලයේ පුරාවිද්යා පශ්චාත් උපාධි ආයතනයේ පවත්වන ලද පුරාවිද්යාව පිළිබඳ සහතික පත්ර පාඨමාලාවේ කථිකාචාර්ය  උරුමය යනු කුමක්ද,
2021 බොරැල්ල තීර්ථ රෙඩ්ඩොට් ගැලරිය විසින් සංවිධානය කරන ලද අනුෂා ගජවීරගේ කලාව පිළිබඳ ප්රදර්ශන නාමාවලිය  මල්,
2021  සිට මේ දක්වා පාඨමාලා සම්බන්ධීකාරක පුරාවිද්යා පශ්චාත් උපාධි ඩිප්ලෝමාව පුරාවිද්යා පශ්චාත් උපාධි ආයතනය,
2021  සිට මේ දක්වා පුරාවිද්යා පශ්චාත් උපාධි ආයතනයේ පුරාවිද්යා පශ්චාත් උපාධි ඩිප්ලෝමාවේ දකුණු ආසියාවේ කලාව සහ ගෘහ නිර්මාණ ශිල්පය පිළිබඳ පාඨමාලා ඒකකයේ සමප්රධාන කථිකාචාර්ය,
මධ්යම සැකසුම් ඒකකයක්  නැතහොත් සකසනයක් යනු පරිගණක ක්රමලේඛ ක්රියා කරවිය හැකි තාර්කික යන්ත්රයකි,
අවම වශයෙන් 1960 දශකයේ පටන්වත් මෙම යෙදුම සහ එහි භාවිතයන් පරිගණක ක්ෂේත්රය තුළ භාවිත විය,
විවික්ත ට්රාන්සිස්ටර සුපිරි පරිගණක සහ මිනි පරිගණක යුගයේ ක්රමයෙන් මෙම ප්රමතකරණ ක්රියාදාමය ආරම්භ වූ අතර සංගෘහිත පරිපථ ප්රචලිත වීමත් සමඟ එය වඩාත් සීඝ්ර තත්වයට පත් විය,
නවීන ක්ෂුද්ර සකසනය  මෝටර්  රියවල සිට ජංගම දුරකතන හා සෙල්ලම් බඩු දක්වා වූ සෑම දේකම භාවිතා වේ,
මෙම පරිගණක බොහෝවිට ස්ථාවර ක්රම ලේඛිත පරිගණක ලෙස හඳුන්වනු ලැබුවේ ඒවා හැමවිටම එකිනෙකට වෙනස් වැඩසටහන් ධාවනය කිරීම වෙනුවෙන් භෞතිකව නැවත හැඩගැස්මක් කළ යුතු වු නිසාය,
නමුත් එය ආරම්භයේදීම අත්හැර දැමුවේ පරිගණකය ඉතා ඉක්මණින් නිමකිරීමේ අරමුණෙනි,
එය 1949 අගෝස්තුවේදී නිම කිරීමට නියමිත ආචිත ක්රමලේඛ පරිගණකයක දළ සටහනක් විස්තර කිර තිබිණි,
මෙය පරිගණකයේ භෞතික රුහැන්ගතකරණයෙන් සඳහන් කර ඇති ක්රමවේදයට සාපේක්ෂව වෙනස්ය,
එනම් නව කාර්යයන් සිදුකිරීම සඳහා නැවත හැඩගැස්වීමට සිදුවන කාලය හා ශ්රමය විශාල වශයෙන් අඩු වීමයි,
ට්රාන්සිස්ටරයට වාණිජමය වටිනාකමක් ලැබීමට පෙරාතුව විද්යුත් ප්රතියෝජක හා රික්තක නල බොහෝවිට අවස්ථා හුවමාරු අවයව ලෙස භාවිතා විණි,
මීට පෙර පැවැති පුර්ණ වශයෙන් යාන්ත්රික සැලසුම් වලට සාපේක්ෂව මේවායේ පැහැදිලි වේග පරිමාණ වෙනසක් ඇතත් ඒවායේ විශ්වාසීභාවය එතරම්  හොඳ මට්ටමක් නොවිණි,
මේ සඳහා උදාහරණයක් ලෙස ප්රතියෝජන මඟින් සරල ධාරා අනුක්රමික තර්ක පරිපථ සෑදීමේදී ඇතිවන ස්පර්ශය පොළා පැනීම නමැති  දුෂ්කරතාවය  මඟහැරවීමට අමතර දෘඩාංග අවශ්ය වීම සැලකිය හැක,
රික්තක නලයක ස්පර්ශය පොළා පැනීම තත්ත්වයට පත්වීමට ඉඩක් නොමැති නමුත් ඒවා පූර්ණ සක්රීය තත්ත්වයට පත් වීමට පෙර නියමිත උෂ්ණත්වයකට ගෙන ආයුතු අතර ක්රමයෙන් එය අඩු වී අක්රිය වී යයි,
සාමාන්යයෙන් නලයක ක්රියාකාරිත්වය නැවතුනු විට මධ්යම සැකසුම් ඒකක   පිරික්සා බැලීමෙන් අක්රිය වු කොටස හරහා ගෙන එය නැවත ප්රිතිස්ථාපනය කිරීම සිදු කෙරේ,
එම නිසා මුලික ඉලෙක්ට්රෝනික  පරිගණකයන් සාමාන්යයෙන්  විද්යුත් යන්ත්ර  පරිගණක වලට වඩා වේගවත් නමුත් විශ්වාසනීයභාවය තරමක් අඩු ඒවා ලෙස සැලකේ,
අවසානයේ නාල මුලික පරිගණක ප්රමුඛ ස්ථානයකට පැමිනියේ එමඟින් සැපයුන සුවිශේෂි වේග වාසිය විශ්වාසය පිළිබඳ දුෂ්කරතාවලට වඩා වැදගත් වු බැවිනි,
බොහෝමයක් පැරණි සම මුහුර්තක මධ්යම සැකසුම් ඒකක  නූතන ක්ෂ්රදු ඉලෙක්ට්රොනික සැකසුම් වලට සාපේක්ෂව අඩු ස්පන්ද වේගයකින් ධාවනය විය,
මේ නිසා සම මුහුර්තිත  මයික්රොප්රොසෙසරවලට මෙගා හර්ට්ස් 10 සිට ගිගාහර්ට්ස් කිහිපයක් දක්වා පරාස ගතවන ස්පන්ද සීග්රතා  ඇත,
මෙම පුළුල්ව නිරීක්ෂිත ප්රවණතාව මුවර්ගේ නීතිය  මඟින් විස්තර කරයි,
පෙර සඳහන් කරන ලද මූර්ගේ නීතිය දිගින් දිගටම සත්ය ලෙස රදා පවතින නිසා සංගෘහිත පරිපථ ට්රාන්සසිස්ටර තාක්ෂණයේ සීමා ගැන විවිධ සංකල්ප මතුවෙමින් පවතී,
ඉලෙක්ට්රොනික ද්වාර  අධික ලෙස කුඩා කිරීම ඉලෙක්ට්රෝන සංරචණ  හා උප සීමක කාන්දුව  වැනි සංසිද්ධිවල බලපෑම වඩාත් කැපී පෙනීමට හේතු වී ඇත,
මෙය උපදෙස් නල මාර්ගකරණය නැමති ශිල්පීය ක්රමයේ සරලම ආකාරය වෙයි,
මේ සඳහා සියළුම නවීන පොදු කාර්ය මධ්යම සැකසුම් ඒකකයක්ම  පාහේ යොදා ගැනේ,
නල මාර්ගකරණය මඟින් ක්රියා කරවීම විවිධ අවධි වලට වෙන් කරන බැවින් එක් අවධියකදී එක් උපදෙසකට වඩා ක්රියා කරවීමට අවස්ථාව ලැබේ,
උපදෙස්  ක්රියා කරවා නළ මාර්ගයෙන් ඉවත් කෙරෙන තෙක් එක් එක් අවධියේදී වඩ වඩා පුර්ණ කිරීම සිදු කරන බැවින් මෙම වෙන් කිරීම එක්ලස් පෙළකට සමාන කල හැකි වේ,
කෙසේ වෙතත් නළ මාර්ගකරණයෙන් සිදුවන මුල් මෙහෙයුමක ප්රතිඵලය ඊළඟ මෙහෙයුම නිම කිරීමට අවශ්ය වන අවස්ථා ඇති වීමට පුළුවන,
මෙවැනි තත්ත්ව මැඩ පැවැත්වීමට හැකි ආකාරයක් උදා වුවහොත් උපදෙස් නළ මාර්ගයේ කොටසක් පමා කිරීම සඳහා අතිරේක පරිපථාවලියක් අවශ්ය වෙයි,
ඒ නිසා නළ මාර්ගස්ථ සකසනය  ඊට වඩා සංකිර්ණ වේ,
නළ මාර්ගයක සකසනයක අදීශ තත්වයට ඉතාමත් ලන්විය හැකි අතර නිෂේධනය විය හැක්කේ නළ මාර්ග හදිසියේ නතර වීමෙන් පමණි,
උපදෙස් නල මාර්ගය පිළිබඳ අදහස තවදුරටත් වැඩිදියුණු කිරීමෙන් මධ්යම සැකසුම් ඒකක  අංගයන්හි අභාවිත කාලය තවදුරටත් අවම කරන ක්රම දියුණු වීමට මඟ පෑදිනි,
සුපිරි අදීශ ලෙස හඳුන්වන සැලසුම් වල දිගු උපදෙස් නල මාර්ග හා බහු සර්වසම ක්රියාකරවන ඒකක අඩංගු වේ,
සුපිරි අදීශ නල මාර්ග බහු උපදෙස් ප්රමාණයක් කියවා ඒවා  සන්දේශය  වෙත යවන අතර උපදෙස් සමාන්තරව එක විටම ක්රියා කරවිය හැකිද නැද්ද  යන්න තීරණය කරන්නේ ඒවා මඟිනි,
එසේ නම් ඒවා ක්රියාකරවන තිබෙන ඒකක වෙත යැවෙන අතර මෙමඟින් උපදෙස් කිහිපයකට එකවර ක්රියා කරවීමේ හැකියාව ලැබේ,
සමස්ථයක් ලෙස ගත් විට සුපිරි අදිශ මධ්යම සැකසුම් ඒකක  මඟින් ක්රියා කරවන ඒකක වෙත එකවිට යැවිය හැකි උපදෙස් ප්රමාණය වැඩිවත්ම වැඩි උපදෙස් ප්රමාණයක් එක් චක්රයකදී සම්පුර්ණ කර ගත හැකිවේ,
සුපිරි අදීශ මධ්යම සැකසුම් ඒකක  නිර්මිතය සැලසුම් කිරීම ගත්විට අපහසුම කාර්යය වන්නේ  සන්දේශකය   නිර්මාණය කිරීමයි,
සන්දේශකයට   කුමන උපදෙස් සමාන්තරව ක්රියා කරවිය හැකි දැයි ඉක්මනින් හා නිවැරදිව නිර්ණය කළ හැකි විය යුතු අතරම උපරිම ක්රියාකරවන ඒකක ගණනක් කාර්ය බහුලව තැබෙන ආකාරයට එම උපදෙස් යැවිය යුතුය,
මේ සඳහා උපදෙස් නල මාර්ගය ඉක්මනින් පිරිවය යුතු අතර මධ්යම සැකසුම් ඒකක  හැඹිලියේ සැලකිය යුතු කොටස් ප්රමාණයක් සුපිරි අදීශ නිර්මිතය යොදා ගැනීමේ අවශ්යතාව වැඩි කරයි,
එසේම ඉහල මට්ටමක කාර්ය සාධකයක් පවත්වා ගැනීම උදෙසා ශාඛා අනාවැකිය  විචාරාත්මක සම්පාදනය  සහ ක්රියා විරහිත සම්පාදනය වැනි උපද්රව මඟහැරිම් ශිල්පීය ක්රම යොදා ගැනීම තීරණාත්මක වේ,
කල්පිත ක්රියාකරවීම මඟින් කොන්දේසි සහගත මෙහෙයුම් අවසානයේ අවශ්ය වන හෝ නොවන කේත කොටස් ක්රියා කරවීමෙන් බොහෝ විට ප්රමාණවත් කාර්ය සාධන වර්ධනයක් ලබා දේ,
අපිළිවෙලට ක්රියා කරවීම මඟින් යම් ප්රමාණයකට උපදෙස් ක්රියා කිරීමේ පිළිවෙල නැවත සැකසීමක් සිදුවන අතර දත්ත ආයත්තතාවයන් මඟින් ඇතිවන ප්රමාද අඩු කර ගත හැකිවේ,
මධ්යම සැකසුම් ඒකක හි කොටසක් සුපිරි අදීශ හා කොටසක් එසේ නොවන අවස්ථාවකදී එම සුපිරි අදීශ නොවන කොටසට උපලේඛනය කිරීම නතර වීම නිසා කාර්ය සාධනය අතින් පාඩු විදීමට සිදුවේ,
සරල නල මාර්ගකරණය හා සුපිරි අදීශ සැලසුම් යන දෙකම මඟින් මධ්යම සැකසුම් ඒකක  හි උපදෙස් මට්ටමේ සමාන්තරතාවය  වර්ධනය කරයි,
එමෙන්ම තනි සකසනයකට චක්රයකට එක් උපදෙසක් ඉක්මවන සීඝ්රතාවයකින් උපදෙස් ක්රියා කරවීමට අවස්ථාව ලැබේ,
බොහෝ නවීන මධ්යම සැකසුම් ඒකක සැලසුම් යම්දුරකට සුපිරි අදීශ වන අතර පසුගිය දශකයෙහි සැලසුම් කල පොදු කාර්ය මධ්යම සැකසුම් ඒකක සියල්ලම පාහේ සුපිරි අදීශ වේ,
එනම් ඒවා නිර්මාණය කර ඇත්තේ සමමුහුර්ත කරණ සංඥාවක් පිළිබඳ උපකල්පනයක් මත ධාවනය වන ලෙසයි,
ස්පන්ද සංඥාව ලෙස හඳුන්වන මෙය සාමාන්යයෙන් ආවර්තිත හතරැස් සංඥාවක ආකාර ගනී,
මෙම ආවර්තය අන්ත බරපතල අවස්ථාවලදී සංඥාවට යෑමට හෝ ව්යාප්ත වීමට ගතවන කාලයට වඩා වැඩි විය යුතුයි,
උදාහරණයක් ලෙස ස්පන්ද සංඥාවක් අනෙක් ඕනෑම විද්යුත් සංඥාවක පමාවට හේතු වේ,
නිතර වෙනස් වන ස්පන්ද බොහොමයක් උපාංග ඒවා ඒ අවස්ථාවේ දී භාවිතා වේ ද යන්න නොසලකා ක්රියාත්මක වීමට සලස්වයි,
සාමාන්යයෙන් ක්රියාත්මක උපාංගයක් එය ස්ථිතික අවස්ථාවේ ඇති විට දී ට වඩා වැඩි ශක්තියක් භාවිතා කරයි,
අනවශ්ය උපාංග ක්රියාත්මක වීම වැළැක්වීමේ එක් ක්රමයක් ස්පන්ද ද්වාරකරණය  ලෙස හඳුන්වයි,
එහි දී සිදු කෙරෙනුයේ අනවශ්ය උපාංගවලට ස්පන්ද සංඥාව කපා හැරීමයි,
කෙසේ නමුත් මෙය ක්රියාත්මක කිරීමට අපහසු ලෙස සැලකෙන නිසා ඉතා අඩු  බල සැලසුම්වල හැර පොදු භාවිතයේ දක්නට නැත,
විශ්ව ස්පන්ද සංඥාවේ සමහරක් ගැටලුවලට විසඳුම් සෙවීමේ තවත් ක්රමයක් වනනේ සියල්ල සමඟම ස්පන්ද සංඥාව ඉවත් කිරීමයි,
මෙය ඔවුන්ගේ අනර්ඝ ජව පරිභෝජනය හා තාප විමෝචන ගුණ සමඟ සම්බන්ධ මේවා කාවැද්දූ පරිගණක සඳහා සුදුසු බවට පත් කරයි,
" දත්ත සමාන්තරතාව 
වැඩි කතාබහට ලක් නොවන නමුත් මධ්යම සැකසුම් ඒකකයෙ  හි ඉතා වැදගත් අංගයකි දත්ත සමාන්තරතාවය",
එක් උපදේසයක් ගැන සැලකීමේදී දෛශික සකසන ක්රියා කරන්නේ දත්ත කොටස් රාශියක් සමඟයි,
එම නිසා දෛශික සකසන අදීශ සකසන වලින් වෙනස් වෙයි,
මක් නිසාද අදීශ සකසන ක්රියාකරන්නේ දත්ත එක් කොටසක් සමඟ පමණක් බැවිනි,
දෛශික දත්ත හා ක්රියාත්මක මධ්යම සැකසුම් ඒකකය  නිපදවීමේ වැදගත්කම නම් විශාල දත්ත ප්රමාණයක් මත ක්රියා කරන  එකම මෙහෙයුමෙන්  උවමනා වන කාර්යයන් හොඳින් ක්රියාත්මක කිරීමට ලැබීමයි,
එයට හොඳ උදාහරණයන් ලෙස බහු මධ්යම යෙදුම්  හා විද්යාත්මක හා ඉංජිනේරු කාර්යයන් දැක්විය හැක,
අදීශ මධ්යම සැකසුම් ඒකක එකක් අනිවාර්යයෙන් දත්ත ගොන්නක් එක් එක් උපදෙස් හා අගයන් ආහරණය විකේතනය හා ක්රියාත්මක කිරීම යන මුළු ක්රියාවලියම සම්පුර්ණ කළ යුතුය,
නමුත් දෛශික මධ්යම සැකසුම් ඒකක එකක් එක් උපදෙසක් සමඟ ඇති ඊටත් වඩා විශාල දත්ත ගොන්නක මෙහෙයුමක් සිදු කිරීමට සමර්ථය,
ඇත්තෙන්ම මෙය කලහැකි වන්නේ යෙදුමක් විශාල දත්ත ගොන්නක මෙහෙයුමක් කරද්දී එක් පියවරකට වඩා අවශ්ය වු විටය,
" පොට මට්ටමේ සමාන්තරතාව 
උසස් කාර්ය සාධනයක් අත්කර ගැනීමේ තවත් උපාය මාර්ගයක් වන්නේ බහු ක්රම ලේඛන සංඛ්යාවක් හෝ පොට සංඛ්යාවක් සමාන්තරව ක්රියා කරවීමයි",
මෙම පර්යේෂණ ක්ෂේත්රය සමාන්තර පරිගණක ලෙස ද හඳුන්වයි,
මෙම අරමුණු උදෙසා යොදා ගත් එක් තාක්ෂණයක් වන්නේ බහු සැකසුමයි,
මෙම තාක්ෂණයේ මුල් අවස්ථාව වන්නේ සමමිතික බහු සැකසුම  වෙයි,
එහි මධ්යම සැකසුම් ඒකක  කුඩා ප්රමාණයක්ම ඒවායේ මතක පද්ධති ගැන සංසක්ත දර්ශනයක් ඇත,
මෙම ක්රමයේදී සෑම මධ්යම සැකසුම් ඒකකයක්ම  මතක පිළිබඳ දර්ශනයක් තබා ගැනීම සඳහා නිතරම යාවත්කාලීන වන අතිරේක දෘඪාංග තිබේ,
මතකය පිළිබඳ යාවත්කාලීන දර්ශනයක් තිබීමෙන් මධ්යම සැකසුම් ඒකකය  හට එකම ක්රමලේඛණ සම්බන්ධයෙන් සහයෝගයෙන් වැඩ කල හැකිය,
එසේම ක්රමලේඛවලට එක් මධ්යම සැකසුම් ඒකකයකින් තවත් මධ්යම සැකසුම් ඒකකයකට සංක්රමණය විය හැක,
සහයෝගයෙන් වැඩ කල හැකි මධ්යම සැකසුම් ඒකක සංඛ්යාව අතලොස්සක ප්රමාණයේ සිට ඉහල දැමීමට අනේකාකාර මතක ප්රවේශ   හා  නිර්දේශක සංසක්ත ප්රොටොකෝලය  වැනි ක්රම 90 දශකයේ හඳුන්වා දෙන ලදී,
මුල් අවස්ථාවේදී බහු සැකසුම ගොඩනැගුවේ විවික්ත මධ්යම සැකසුම් ඒකක  විශාල ගණනක් හා සකසන අතර අන්තර් සම්බන්ධතාවය ගොඩ නැඟීමේ පුවරු සහිතවය,
සකසනයන්හි අන්තර් සම්බන්ධතාවය තනි සිලිකන් චිපයක් මත ගොඩ නගා ඇති විට බහුමාධ්ය අණු සැකසුම ලෙස හැඳින්වේ,
ක්රම ලේඛයක් තුළ සියුම් අයුරින් සමාන්තරතාවයක් ඇති බව පසුව සොයා ගන්නා ලදි,
එක් ක්රම ලේඛයක සමාන්තරව හෝ වෙන වෙනම ක්රියාකරවිය හැකි පොට  කිහිපයක් තිබිය හැක,
මෙම තාක්ෂණයේ සමහර මුල් උදාහරන වලින් ඍජු මතක ප්රවේශය ආගණන පොටෙන් වෙනත් පොටක් ලෙස ගැනීම වැනි ආදායකප්රතිදායක සැකසුම් ක්රියාත්මක කරවන ලදී,
70 දශකයේදී මීට වඩා පහසු ප්රවේශයක් මෙම තාක්ෂණයට ඉදිරිපත් කරන ලද්දේ බහු ආගණන පොට ගණනක් සමාන්තරව ධාවනය වනසේ  පද්ධති සැලසුම් කිරීමෙනි,
මේ පිවිසුම් බහු පොටට ආධාර කිරීම සඳහා මධ්යම සැකසුම් ඒකකයෙහි ඇති උපාංග කුඩා ප්රමාණයක් පමණක් ප්රතිචලන කල යුතුය,
බහු සැකසුමේදී මුළු මධ්යම සැකසුම් ඒකකයම ප්රතිචලන කල යුතු නිසා බහු සැකසුම වඩා පිරිවැය ඵලදායී ලෙස සැළකේ,
බහුපොටේදී ක්රියා කරවන ඒකක  බහු පොටවල් විසින් හවුලේ භුක්ති විදීම සිදු කරයි,
බහුපොටෙහි ඇති දුර්වලතාවයක් නම් බහුපොට සඳහා දෘඪාංග දක්වන අනුග්රහය දෘඪාංග බහු සැකසුමට දක්වන අනුග්රහයට වඩා දැඩිව මෘදුකාංගවලට දර්ශනය වීමයි,
එනිසා මෙහෙයුම් පද්ධති වැනි අධීක්ෂක මෘදුකාංග වලට බහුපොට හට ආධාර කිරීම සඳහා වඩා විශාල වෙනස්කම් කල යුතු වෙයි,
ක්රියාත්මක කරන ලද එක් බහුපොට ආකාරයක් ඒකක බහුපොටකරණය ලෙස හැඳින්වෙන අතර එහිදී එක් පොටක් බාහිර මතකයෙන් දත්ත ලැබී නතර වනතුරු  ක්රියාකරවනු ලැබේ,
